record_id,train_id,train_name,service_date,route_id,origin_station,destination_station,section_id,station_sequence,station_name,scheduled_departure,scheduled_arrival,scheduled_destination_arrival,actual_observation_time,actual_destination_arrival,latitude,longitude,current_speed_kmh,distance_remaining_km,current_delay_minutes,station_arrival_time,station_departure_time,weather_condition,track_condition,signal_aspect,historical_section_delay_minutes,scheduled_travel_time_min,historical_delay_minutes,station_dwell_time_min,route_section,observation_hour,day_of_week,progress_ratio,target_arrival_delay_minutes
OBS-000205,12002,Shivneri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,DAUND_KURDUVADI,1,Daund,2026-01-04 12:29:00,2026-01-04 13:24:00,2026-01-04 15:54:00,2026-01-04 13:34:00,2026-01-04 16:06:48,18.695688,73.365326,65.6,179.07,0.3,2026-01-04 13:24:18,2026-01-04 13:28:48,clear,normal,YELLOW,7.5,205.0,7.5,4.5,PUNE_SOLAPUR:DAUND_KURDUVADI,13,6,0.3170731707317073,12.8
OBS-000206,12002,Shivneri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,DAUND_KURDUVADI,1,Daund,2026-01-04 12:29:00,2026-01-04 13:24:00,2026-01-04 15:54:00,2026-01-04 13:49:00,2026-01-04 16:06:48,18.675383,73.358661,43.9,171.71,5.2,2026-01-04 13:29:12,2026-01-04 13:31:12,rain,normal,YELLOW,7.5,205.0,7.5,2.0,PUNE_SOLAPUR:DAUND_KURDUVADI,13,6,0.3902439024390244,12.8
OBS-000207,12002,Shivneri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,DAUND_KURDUVADI,1,Daund,2026-01-04 12:29:00,2026-01-04 13:24:00,2026-01-04 15:54:00,2026-01-04 14:04:00,2026-01-04 16:06:48,18.664556,73.370899,53.8,154.13,2.4,2026-01-04 13:26:24,2026-01-04 13:28:24,rain,wet,GREEN,7.5,205.0,7.5,2.0,PUNE_SOLAPUR:DAUND_KURDUVADI,14,6,0.4634146341463415,12.8
OBS-000208,12002,Shivneri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,KURDUVADI_SOLAPUR,2,Kurduvadi,2026-01-04 12:29:00,2026-01-04 14:44:00,2026-01-04 15:54:00,2026-01-04 14:54:00,2026-01-04 16:06:48,18.956648,73.728193,54.8,75.87,8.9,2026-01-04 14:52:54,2026-01-04 14:57:54,clear,normal,GREEN,7.5,205.0,7.5,5.0,PUNE_SOLAPUR:KURDUVADI_SOLAPUR,14,6,0.7073170731707317,12.8
OBS-000209,12002,Shivneri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,KURDUVADI_SOLAPUR,2,Kurduvadi,2026-01-04 12:29:00,2026-01-04 14:44:00,2026-01-04 15:54:00,2026-01-04 15:09:00,2026-01-04 16:06:48,18.987419,73.695727,44.3,66.54,9.3,2026-01-04 14:53:18,2026-01-04 14:55:18,rain,normal,GREEN,7.5,205.0,7.5,2.0,PUNE_SOLAPUR:KURDUVADI_SOLAPUR,15,6,0.7804878048780488,12.8
OBS-000210,12002,Shivneri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,KURDUVADI_SOLAPUR,2,Kurduvadi,2026-01-04 12:29:00,2026-01-04 14:44:00,2026-01-04 15:54:00,2026-01-04 15:24:00,2026-01-04 16:06:48,18.935646,73.70536,57.9,46.4,12.5,2026-01-04 14:56:30,2026-01-04 14:58:30,clear,normal,DOUBLE_YELLOW,7.5,205.0,7.5,2.0,PUNE_SOLAPUR:KURDUVADI_SOLAPUR,15,6,0.8536585365853658,12.8
OBS-000211,12003,Mumbai Rajdhani,2026-01-04,PUNE_MUMBAI,Pune,Mumbai,PUNE_LONAVALA,0,Pune,2026-01-04 14:36:00,2026-01-04 14:36:00,2026-01-04 16:56:00,2026-01-04 14:46:00,2026-01-04 17:09:36,18.386173,73.013109,67.7,180.72,-0.1,2026-01-04 14:35:54,2026-01-04 14:38:00,cloudy,normal,DOUBLE_YELLOW,10.3,140.0,10.3,2.1,PUNE_MUMBAI:PUNE_LONAVALA,14,6,0.07142857142857142,13.6
OBS-000212,12003,Mumbai Rajdhani,2026-01-04,PUNE_MUMBAI,Pune,Mumbai,PUNE_LONAVALA,0,Pune,2026-01-04 14:36:00,2026-01-04 14:36:00,2026-01-04 16:56:00,2026-01-04 15:01:00,2026-01-04 17:09:36,18.416802,73.010948,72.9,161.62,1.3,2026-01-04 14:37:18,2026-01-04 14:37:18,clear,normal,DOUBLE_YELLOW,10.3,140.0,10.3,0.0,PUNE_MUMBAI:PUNE_LONAVALA,15,6,0.17857142857142858,13.6
OBS-000213,12003,Mumbai Rajdhani,2026-01-04,PUNE_MUMBAI,Pune,Mumbai,PUNE_LONAVALA,0,Pune,2026-01-04 14:36:00,2026-01-04 14:36:00,2026-01-04 16:56:00,2026-01-04 15:16:00,2026-01-04 17:09:36,18.400141,72.983759,60.6,151.6,0.8,2026-01-04 14:36:48,2026-01-04 14:36:48,rain,normal,RED,10.3,140.0,10.3,0.0,PUNE_MUMBAI:PUNE_LONAVALA,15,6,0.2857142857142857,13.6
OBS-000214,12003,Mumbai Rajdhani,2026-01-04,PUNE_MUMBAI,Pune,Mumbai,LONAVALA_KARJAT,1,Lonavala,2026-01-04 14:36:00,2026-01-04 15:11:00,2026-01-04 16:56:00,2026-01-04 15:21:00,2026-01-04 17:09:36,18.654611,73.335134,64.9,117.18,3.8,2026-01-04 15:14:48,2026-01-04 15:19:24,rain,normal,DOUBLE_YELLOW,10.3,140.0,10.3,4.6,PUNE_MUMBAI:LONAVALA_KARJAT,15,6,0.32142857142857145,13.6
OBS-000215,12003,Mumbai Rajdhani,2026-01-04,PUNE_MUMBAI,Pune,Mumbai,LONAVALA_KARJAT,1,Lonavala,2026-01-04 14:36:00,2026-01-04 15:11:00,2026-01-04 16:56:00,2026-01-04 15:36:00,2026-01-04 17:09:36,18.668123,73.320827,61.2,102.5,7.1,2026-01-04 15:18:06,2026-01-04 15:20:06,cloudy,wet,GREEN,10.3,140.0,10.3,2.0,PUNE_MUMBAI:LONAVALA_KARJAT,15,6,0.42857142857142855,13.6
OBS-000216,12003,Mumbai Rajdhani,2026-01-04,PUNE_MUMBAI,Pune,Mumbai,LONAVALA_KARJAT,1,Lonavala,2026-01-04 14:36:00,2026-01-04 15:11:00,2026-01-04 16:56:00,2026-01-04 15:51:00,2026-01-04 17:09:36,18.655402,73.328794,62.9,86.07,4.2,2026-01-04 15:15:12,2026-01-04 15:17:12,cloudy,wet,GREEN,10.3,140.0,10.3,2.0,PUNE_MUMBAI:LONAVALA_KARJAT,15,6,0.5357142857142857,13.6
OBS-000217,12003,Mumbai Rajdhani,2026-01-04,PUNE_MUMBAI,Pune,Mumbai,KARJAT_KALYAN,2,Karjat,2026-01-04 14:36:00,2026-01-04 15:46:00,2026-01-04 16:56:00,2026-01-04 15:56:00,2026-01-04 17:09:36,18.930055,73.712288,68.6,75.57,9.6,2026-01-04 15:55:36,2026-01-04 16:00:30,clear,normal,GREEN,10.3,140.0,10.3,4.9,PUNE_MUMBAI:KARJAT_KALYAN,15,6,0.5714285714285714,13.6
OBS-000218,12003,Mumbai Rajdhani,2026-01-04,PUNE_MUMBAI,Pune,Mumbai,KARJAT_KALYAN,2,Karjat,2026-01-04 14:36:00,2026-01-04 15:46:00,2026-01-04 16:56:00,2026-01-04 16:11:00,2026-01-04 17:09:36,18.978033,73.71472,64.4,60.17,9.8,2026-01-04 15:55:48,2026-01-04 15:57:48,rain,normal,GREEN,10.3,140.0,10.3,2.0,PUNE_MUMBAI:KARJAT_KALYAN,16,6,0.6785714285714286,13.6
OBS-000219,12003,Mumbai Rajdhani,2026-01-04,PUNE_MUMBAI,Pune,Mumbai,KARJAT_KALYAN,2,Karjat,2026-01-04 14:36:00,2026-01-04 15:46:00,2026-01-04 16:56:00,2026-01-04 16:26:00,2026-01-04 17:09:36,18.961029,73.679755,47.9,55.07,9.0,2026-01-04 15:55:00,2026-01-04 15:57:00,rain,wet,GREEN,10.3,140.0,10.3,2.0,PUNE_MUMBAI:KARJAT_KALYAN,16,6,0.7857142857142857,13.6
OBS-000220,12003,Mumbai Rajdhani,2026-01-04,PUNE_MUMBAI,Pune,Mumbai,KALYAN_MUMBAI,3,Kalyan,2026-01-04 14:36:00,2026-01-04 16:21:00,2026-01-04 16:56:00,2026-01-04 16:31:00,2026-01-04 17:09:36,19.264802,74.075766,56.7,37.55,18.5,2026-01-04 16:39:30,2026-01-04 16:43:54,clear,wet,GREEN,10.3,140.0,10.3,4.4,PUNE_MUMBAI:KALYAN_MUMBAI,16,6,0.8214285714285714,13.6
OBS-000221,12003,Mumbai Rajdhani,2026-01-04,PUNE_MUMBAI,Pune,Mumbai,KALYAN_MUMBAI,3,Kalyan,2026-01-04 14:36:00,2026-01-04 16:21:00,2026-01-04 16:56:00,2026-01-04 16:46:00,2026-01-04 17:09:36,19.21907,74.067698,64.1,20.29,11.6,2026-01-04 16:32:36,2026-01-04 16:34:36,clear,normal,DOUBLE_YELLOW,10.3,140.0,10.3,2.0,PUNE_MUMBAI:KALYAN_MUMBAI,16,6,0.9285714285714286,13.6
OBS-000222,12003,Mumbai Rajdhani,2026-01-04,PUNE_MUMBAI,Pune,Mumbai,KALYAN_MUMBAI,3,Kalyan,2026-01-04 14:36:00,2026-01-04 16:21:00,2026-01-04 16:56:00,2026-01-04 17:01:00,2026-01-04 17:09:36,19.24363,74.054342,62.8,5.13,11.5,2026-01-04 16:32:30,2026-01-04 16:34:30,clear,normal,YELLOW,10.3,140.0,10.3,2.0,PUNE_MUMBAI:KALYAN_MUMBAI,17,6,1.0,13.6
OBS-000223,12004,Solapur Express,2026-01-04,MUMBAI_NASHIK,Mumbai,Nashik,MUMBAI_KALYAN,0,Mumbai,2026-01-04 16:43:00,2026-01-04 16:43:00,2026-01-04 19:18:00,2026-01-04 16:53:00,2026-01-04 19:27:30,18.385661,73.025292,69.5,173.42,0.5,2026-01-04 16:43:30,2026-01-04 16:45:12,clear,wet,YELLOW,3.0,155.0,3.0,1.7,MUMBAI_NASHIK:MUMBAI_KALYAN,16,6,0.06451612903225806,9.5
OBS-000224,12004,Solapur Express,2026-01-04,MUMBAI_NASHIK,Mumbai,Nashik,MUMBAI_KALYAN,0,Mumbai,2026-01-04 16:43:00,2026-01-04 16:43:00,2026-01-04 19:18:00,2026-01-04 17:08:00,2026-01-04 19:27:30,18.420373,72.970181,53.4,162.75,2.6,2026-01-04 16:45:36,2026-01-04 16:45:36,cloudy,wet,GREEN,3.0,155.0,3.0,0.0,MUMBAI_NASHIK:MUMBAI_KALYAN,17,6,0.16129032258064516,9.5
OBS-000225,12004,Solapur Express,2026-01-04,MUMBAI_NASHIK,Mumbai,Nashik,MUMBAI_KALYAN,0,Mumbai,2026-01-04 16:43:00,2026-01-04 16:43:00,2026-01-04 19:18:00,2026-01-04 17:23:00,2026-01-04 19:27:30,18.427799,73.013994,50.3,151.47,2.1,2026-01-04 16:45:06,2026-01-04 16:45:06,rain,normal,DOUBLE_YELLOW,3.0,155.0,3.0,0.0,MUMBAI_NASHIK:MUMBAI_KALYAN,17,6,0.25806451612903225,9.5
OBS-000226,12004,Solapur Express,2026-01-04,MUMBAI_NASHIK,Mumbai,Nashik,KALYAN_KASARA,1,Kalyan,2026-01-04 16:43:00,2026-01-04 17:25:00,2026-01-04 19:18:00,2026-01-04 17:35:00,2026-01-04 19:27:30,18.661717,73.344348,63.1,122.48,0.3,2026-01-04 17:25:18,2026-01-04 17:29:54,clear,wet,RED,3.0,155.0,3.0,4.6,MUMBAI_NASHIK:KALYAN_KASARA,17,6,0.33548387096774196,9.5
OBS-000227,12004,Solapur Express,2026-01-04,MUMBAI_NASHIK,Mumbai,Nashik,KALYAN_KASARA,1,Kalyan,2026-01-04 16:43:00,2026-01-04 17:25:00,2026-01-04 19:18:00,2026-01-04 17:50:00,2026-01-04 19:27:30,18.69109,73.353633,72.6,102.75,1.3,2026-01-04 17:26:18,2026-01-04 17:28:18,cloudy,normal,GREEN,3.0,155.0,3.0,2.0,MUMBAI_NASHIK:KALYAN_KASARA,17,6,0.432258064516129,9.5
OBS-000228,12004,Solapur Express,2026-01-04,MUMBAI_NASHIK,Mumbai,Nashik,KALYAN_KASARA,1,Kalyan,2026-01-04 16:43:00,2026-01-04 17:25:00,2026-01-04 19:18:00,2026-01-04 18:05:00,2026-01-04 19:27:30,18.68549,73.347498,73.4,84.07,6.4,2026-01-04 17:31:24,2026-01-04 17:33:24,cloudy,wet,RED,3.0,155.0,3.0,2.0,MUMBAI_NASHIK:KALYAN_KASARA,18,6,0.5290322580645161,9.5
OBS-000229,12004,Solapur Express,2026-01-04,MUMBAI_NASHIK,Mumbai,Nashik,KASARA_NASHIK,2,Kasara,2026-01-04 16:43:00,2026-01-04 18:21:00,2026-01-04 19:18:00,2026-01-04 18:31:00,2026-01-04 19:27:30,18.97456,73.671954,72.0,57.0,5.3,2026-01-04 18:26:18,2026-01-04 18:31:06,rain,normal,GREEN,3.0,155.0,3.0,4.8,MUMBAI_NASHIK:KASARA_NASHIK,18,6,0.6967741935483871,9.5
OBS-000230,12004,Solapur Express,2026-01-04,MUMBAI_NASHIK,Mumbai,Nashik,KASARA_NASHIK,2,Kasara,2026-01-04 16:43:00,2026-01-04 18:21:00,2026-01-04 19:18:00,2026-01-04 18:46:00,2026-01-04 19:27:30,18.978497,73.682524,58.8,44.5,7.3,2026-01-04 18:28:18,2026-01-04 18:30:18,cloudy,wet,YELLOW,3.0,155.0,3.0,2.0,MUMBAI_NASHIK:KASARA_NASHIK,18,6,0.7935483870967742,9.5
OBS-000231,12004,Solapur Express,2026-01-04,MUMBAI_NASHIK,Mumbai,Nashik,KASARA_NASHIK,2,Kasara,2026-01-04 16:43:00,2026-01-04 18:21:00,2026-01-04 19:18:00,2026-01-04 19:01:00,2026-01-04 19:27:30,18.964982,73.682316,80.6,15.27,2.6,2026-01-04 18:23:36,2026-01-04 18:25:36,cloudy,wet,DOUBLE_YELLOW,3.0,155.0,3.0,2.0,MUMBAI_NASHIK:KASARA_NASHIK,19,6,0.8903225806451613,9.5
OBS-000232,12005,Sahyadri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,PUNE_DAUND,0,Pune,2026-01-04 06:20:00,2026-01-04 06:20:00,2026-01-04 09:45:00,2026-01-04 06:30:00,2026-01-04 09:50:54,18.414705,73.022833,81.6,251.4,-0.9,2026-01-04 06:19:06,2026-01-04 06:22:30,cloudy,normal,YELLOW,3.8,205.0,3.8,3.4,PUNE_SOLAPUR:PUNE_DAUND,6,6,0.04878048780487805,5.9
OBS-000233,12005,Sahyadri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,PUNE_DAUND,0,Pune,2026-01-04 06:20:00,2026-01-04 06:20:00,2026-01-04 09:45:00,2026-01-04 06:45:00,2026-01-04 09:50:54,18.408421,72.987757,66.1,237.46,-2.8,2026-01-04 06:17:12,2026-01-04 06:17:12,rain,wet,GREEN,3.8,205.0,3.8,0.0,PUNE_SOLAPUR:PUNE_DAUND,6,6,0.12195121951219512,5.9
OBS-000234,12005,Sahyadri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,PUNE_DAUND,0,Pune,2026-01-04 06:20:00,2026-01-04 06:20:00,2026-01-04 09:45:00,2026-01-04 07:00:00,2026-01-04 09:50:54,18.416906,73.022956,57.3,226.8,4.1,2026-01-04 06:24:06,2026-01-04 06:24:06,clear,normal,GREEN,3.8,205.0,3.8,0.0,PUNE_SOLAPUR:PUNE_DAUND,7,6,0.1951219512195122,5.9
OBS-000235,12005,Sahyadri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,DAUND_KURDUVADI,1,Daund,2026-01-04 06:20:00,2026-01-04 07:15:00,2026-01-04 09:45:00,2026-01-04 07:25:00,2026-01-04 09:50:54,18.676877,73.330953,74.1,177.65,1.8,2026-01-04 07:16:48,2026-01-04 07:22:12,rain,normal,GREEN,3.8,205.0,3.8,5.4,PUNE_SOLAPUR:DAUND_KURDUVADI,7,6,0.3170731707317073,5.9
OBS-000236,12005,Sahyadri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,DAUND_KURDUVADI,1,Daund,2026-01-04 06:20:00,2026-01-04 07:15:00,2026-01-04 09:45:00,2026-01-04 07:40:00,2026-01-04 09:50:54,18.664238,73.359239,54.5,167.29,-1.2,2026-01-04 07:13:48,2026-01-04 07:15:48,cloudy,normal,GREEN,3.8,205.0,3.8,2.0,PUNE_SOLAPUR:DAUND_KURDUVADI,7,6,0.3902439024390244,5.9
OBS-000237,12005,Sahyadri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,DAUND_KURDUVADI,1,Daund,2026-01-04 06:20:00,2026-01-04 07:15:00,2026-01-04 09:45:00,2026-01-04 07:55:00,2026-01-04 09:50:54,18.665247,73.344257,84.0,134.0,3.9,2026-01-04 07:18:54,2026-01-04 07:20:54,clear,normal,GREEN,3.8,205.0,3.8,2.0,PUNE_SOLAPUR:DAUND_KURDUVADI,7,6,0.4634146341463415,5.9
OBS-000238,12005,Sahyadri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,KURDUVADI_SOLAPUR,2,Kurduvadi,2026-01-04 06:20:00,2026-01-04 08:35:00,2026-01-04 09:45:00,2026-01-04 08:45:00,2026-01-04 09:50:54,18.956284,73.675216,76.4,72.27,8.8,2026-01-04 08:43:48,2026-01-04 08:49:06,cloudy,normal,DOUBLE_YELLOW,3.8,205.0,3.8,5.3,PUNE_SOLAPUR:KURDUVADI_SOLAPUR,8,6,0.7073170731707317,5.9
OBS-000239,12005,Sahyadri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,KURDUVADI_SOLAPUR,2,Kurduvadi,2026-01-04 06:20:00,2026-01-04 08:35:00,2026-01-04 09:45:00,2026-01-04 09:00:00,2026-01-04 09:50:54,18.970527,73.708615,64.8,58.0,4.4,2026-01-04 08:39:24,2026-01-04 08:41:24,clear,normal,YELLOW,3.8,205.0,3.8,2.0,PUNE_SOLAPUR:KURDUVADI_SOLAPUR,9,6,0.7804878048780488,5.9
OBS-000240,12005,Sahyadri Express,2026-01-04,PUNE_SOLAPUR,Pune,Solapur,KURDUVADI_SOLAPUR,2,Kurduvadi,2026-01-04 06:20:00,2026-01-04 08:35:00,2026-01-04 09:45:00,2026-01-04 09:15:00,2026-01-04 09:50:54,18.970675,73.697092,67.1,40.27,2.6,2026-01-04 08:37:36,2026-01-04 08:39:36,clear,wet,GREEN,3.8,205.0,3.8,2.0,PUNE_SOLAPUR:KURDUVADI_SOLAPUR,9,6,0.8536585365853658,5.9
OBS-000241,12000,Deccan Express,2026-01-05,PUNE_MUMBAI,Pune,Mumbai,PUNE_LONAVALA,0,Pune,2026-01-05 09:15:00,2026-01-05 09:15:00,2026-01-05 11:35:00,2026-01-05 09:25:00,2026-01-05 11:48:48,18.416589,72.993632,58.9,182.18,0.9,2026-01-05 09:15:54,2026-01-05 09:16:48,rain,normal,RED,8.8,140.0,8.8,0.9,PUNE_MUMBAI:PUNE_LONAVALA,9,0,0.07142857142857142,13.8
OBS-000242,12000,Deccan Express,2026-01-05,PUNE_MUMBAI,Pune,Mumbai,PUNE_LONAVALA,0,Pune,2026-01-05 09:15:00,2026-01-05 09:15:00,2026-01-05 11:35:00,2026-01-05 09:40:00,2026-01-05 11:48:48,18.414889,72.990801,68.1,163.62,-0.1,2026-01-05 09:14:54,2026-01-05 09:14:54,rain,normal,YELLOW,8.8,140.0,8.8,0.0,PUNE_MUMBAI:PUNE_LONAVALA,9,0,0.17857142857142858,13.8
OBS-000243,12000,Deccan Express,2026-01-05,PUNE_MUMBAI,Pune,Mumbai,PUNE_LONAVALA,0,Pune,2026-01-05 09:15:00,2026-01-05 09:15:00,2026-01-05 11:35:00,2026-01-05 09:55:00,2026-01-05 11:48:48,18.377664,73.015357,74.8,142.13,2.3,2026-01-05 09:17:18,2026-01-05 09:17:18,cloudy,normal,RED,8.8,140.0,8.8,0.0,PUNE_MUMBAI:PUNE_LONAVALA,9,0,0.2857142857142857,13.8
OBS-000244,12000,Deccan Express,2026-01-05,PUNE_MUMBAI,Pune,Mumbai,LONAVALA_KARJAT,1,Lonavala,2026-01-05 09:15:00,2026-01-05 09:50:00,2026-01-05 11:35:00,2026-01-05 10:00:00,2026-01-05 11:48:48,18.696924,73.359644,44.3,120.62,3.1,2026-01-05 09:53:06,2026-01-05 09:57:24,rain,normal,DOUBLE_YELLOW,8.8,140.0,8.8,4.3,PUNE_MUMBAI:LONAVALA_KARJAT,10,0,0.32142857142857145,13.8
OBS-000245,12000,Deccan Express,2026-01-05,PUNE_MUMBAI,Pune,Mumbai,LONAVALA_KARJAT,1,Lonavala,2026-01-05 09:15:00,2026-01-05 09:50:00,2026-01-05 11:35:00,2026-01-05 10:15:00,2026-01-05 11:48:48,18.68953,73.33001,44.6,109.42,5.5,2026-01-05 09:55:30,2026-01-05 09:57:30,clear,normal,YELLOW,8.8,140.0,8.8,2.0,PUNE_MUMBAI:LONAVALA_KARJAT,10,0,0.42857142857142855,13.8
OBS-000246,12000,Deccan Express,2026-01-05,PUNE_MUMBAI,Pune,Mumbai,LONAVALA_KARJAT,1,Lonavala,2026-01-05 09:15:00,2026-01-05 09:50:00,2026-01-05 11:35:00,2026-01-05 10:30:00,2026-01-05 11:48:48,18.70482,73.357381,64.6,84.93,9.5,2026-01-05 09:59:30,2026-01-05 10:01:30,clear,normal,YELLOW,8.8,140.0,8.8,2.0,PUNE_MUMBAI:LONAVALA_KARJAT,10,0,0.5357142857142857,13.8
OBS-000247,12000,Deccan Express,2026-01-05,PUNE_MUMBAI,Pune,Mumbai,KARJAT_KALYAN,2,Karjat,2026-01-05 09:15:00,2026-01-05 10:25:00,2026-01-05 11:35:00,2026-01-05 10:35:00,2026-01-05 11:48:48,18.941108,73.672874,46.5,79.25,5.2,2026-01-05 10:30:12,2026-01-05 10:35:54,clear,normal,DOUBLE_YELLOW,8.8,140.0,8.8,5.7,PUNE_MUMBAI:KARJAT_KALYAN,10,0,0.5714285714285714,13.8
OBS-000248,12000,Deccan Express,2026-01-05,PUNE_MUMBAI,Pune,Mumbai,KARJAT_KALYAN,2,Karjat,2026-01-05 09:15:00,2026-01-05 10:25:00,2026-01-05 11:35:00,2026-01-05 10:50:00,2026-01-05 11:48:48,18.989601,73.677509,52.5,65.12,10.3,2026-01-05 10:35:18,2026-01-05 10:37:18,clear,normal,YELLOW,8.8,140.0,8.8,2.0,PUNE_MUMBAI:KARJAT_KALYAN,10,0,0.6785714285714286,13.8
OBS-000249,12000,Deccan Express,2026-01-05,PUNE_MUMBAI,Pune,Mumbai,KARJAT_KALYAN,2,Karjat,2026-01-05 09:15:00,2026-01-05 10:25:00,2026-01-05 11:35:00,2026-01-05 11:05:00,2026-01-05 11:48:48,18.931217,73.693924,59.7,47.2,12.4,2026-01-05 10:37:24,2026-01-05 10:39:24,rain,normal,GREEN,8.8,140.0,8.8,2.0,PUNE_MUMBAI:KARJAT_KALYAN,11,0,0.7857142857142857,13.8
OBS-000250,12000,Deccan Express,2026-01-05,PUNE_MUMBAI,Pune,Mumbai,KALYAN_MUMBAI,3,Kalyan,2026-01-05 09:15:00,2026-01-05 11:00:00,2026-01-05 11:35:00,2026-01-05 11:10:00,2026-01-05 11:48:48,19.25128,74.047012,64.9,36.18,10.0,2026-01-05 11:10:00,2026-01-05 11:13:48,clear,wet,GREEN,8.8,140.0,8.8,3.8,PUNE_MUMBAI:KALYAN_MUMBAI,11,0,0.8214285714285714,13.8
OBS-000251,12000,Deccan Express,2026-01-05,PUNE_MUMBAI,Pune,Mumbai,KALYAN_MUMBAI,3,Kalyan,2026-01-05 09:15:00,2026-01-05 11:00:00,2026-01-05 11:35:00,2026-01-05 11:25:00,2026-01-05 11:48:48,19.255994,74.032913,70.4,17.67,9.3,2026-01-05 11:09:18,2026-01-05 11:11:18,clear,wet,DOUBLE_YELLOW,8.8,140.0,8.8,2.0,PUNE_MUMBAI:KALYAN_MUMBAI,11,0,0.9285714285714286,13.8
OBS-000252,12000,Deccan Express,2026-01-05,PUNE_MUMBAI,Pune,Mumbai,KALYAN_MUMBAI,3,Kalyan,2026-01-05 09:15:00,2026-01-05 11:00:00,2026-01-05 11:35:00,2026-01-05 11:40:00,2026-01-05 11:48:48,19.244226,74.023182,56.0,9.67,13.7,2026-01-05 11:13:42,2026-01-05 11:15:42,clear,wet,GREEN,8.8,140.0,8.8,2.0,PUNE_MUMBAI:KALYAN_MUMBAI,11,0,1.0,13.8
OBS-000253,12001,Konark Express,2026-01-05,MUMBAI_NASHIK,Mumbai,Nashik,MUMBAI_KALYAN,0,Mumbai,2026-01-05 11:22:00,2026-01-05 11:22:00,2026-01-05 13:57:00,2026-01-05 11:32:00,2026-01-05 14:11:06,18.399876,72.972337,70.6,173.23,-0.8,2026-01-05 11:21:12,2026-01-05 11:24:18,clear,wet,RED,10.5,155.0,10.5,3.1,MUMBAI_NASHIK:MUMBAI_KALYAN,11,0,0.06451612903225806,14.1
OBS-000254,12001,Konark Express,2026-01-05,MUMBAI_NASHIK,Mumbai,Nashik,MUMBAI_KALYAN,0,Mumbai,2026-01-05 11:22:00,2026-01-05 11:22:00,2026-01-05 13:57:00,2026-01-05 11:47:00,2026-01-05 14:11:06,18.410023,73.020151,53.5,162.71,3.5,2026-01-05 11:25:30,2026-01-05 11:25:30,rain,wet,GREEN,10.5,155.0,10.5,0.0,MUMBAI_NASHIK:MUMBAI_KALYAN,11,0,0.16129032258064516,14.1
OBS-000255,12001,Konark Express,2026-01-05,MUMBAI_NASHIK,Mumbai,Nashik,MUMBAI_KALYAN,0,Mumbai,2026-01-05 11:22:00,2026-01-05 11:22:00,2026-01-05 13:57:00,2026-01-05 12:02:00,2026-01-05 14:11:06,18.377757,73.024121,65.9,141.07,5.4,2026-01-05 11:27:24,2026-01-05 11:27:24,cloudy,normal,GREEN,10.5,155.0,10.5,0.0,MUMBAI_NASHIK:MUMBAI_KALYAN,12,0,0.25806451612903225,14.1
OBS-000256,12001,Konark Express,2026-01-05,MUMBAI_NASHIK,Mumbai,Nashik,KALYAN_KASARA,1,Kalyan,2026-01-05 11:22:00,2026-01-05 12:04:00,2026-01-05 13:57:00,2026-01-05 12:14:00,2026-01-05 14:11:06,18.677137,73.349397,59.5,123.08,1.7,2026-01-05 12:05:42,2026-01-05 12:11:42,rain,normal,YELLOW,10.5,155.0,10.5,6.0,MUMBAI_NASHIK:KALYAN_KASARA,12,0,0.33548387096774196,14.1
OBS-000257,12001,Konark Express,2026-01-05,MUMBAI_NASHIK,Mumbai,Nashik,KALYAN_KASARA,1,Kalyan,2026-01-05 11:22:00,2026-01-05 12:04:00,2026-01-05 13:57:00,2026-01-05 12:29:00,2026-01-05 14:11:06,18.670263,73.326721,65.8,105.58,6.5,2026-01-05 12:10:30,2026-01-05 12:12:30,cloudy,normal,DOUBLE_YELLOW,10.5,155.0,10.5,2.0,MUMBAI_NASHIK:KALYAN_KASARA,12,0,0.432258064516129,14.1
OBS-000258,12001,Konark Express,2026-01-05,MUMBAI_NASHIK,Mumbai,Nashik,KALYAN_KASARA,1,Kalyan,2026-01-05 11:22:00,2026-01-05 12:04:00,2026-01-05 13:57:00,2026-01-05 12:44:00,2026-01-05 14:11:06,18.703508,73.350177,60.3,92.8,5.8,2026-01-05 12:09:48,2026-01-05 12:11:48,cloudy,normal,DOUBLE_YELLOW,10.5,155.0,10.5,2.0,MUMBAI_NASHIK:KALYAN_KASARA,12,0,0.5290322580645161,14.1
