station_sequence,current_speed_kmh,distance_remaining_km,current_delay_minutes,scheduled_travel_time_min,historical_delay_minutes,station_dwell_time_min,progress_ratio,observation_hour,day_of_week,target_arrival_delay_minutes,service_date,train_id_12000,train_id_12001,train_id_12002,train_id_12003,train_id_12004,train_id_12005,route_id_MUMBAI_NASHIK,route_id_PUNE_MUMBAI,route_id_PUNE_SOLAPUR,section_id_DAUND_KURDUVADI,section_id_KALYAN_KASARA,section_id_KALYAN_MUMBAI,section_id_KARJAT_KALYAN,section_id_KASARA_NASHIK,section_id_KURDUVADI_SOLAPUR,section_id_LONAVALA_KARJAT,section_id_MUMBAI_KALYAN,section_id_PUNE_DAUND,section_id_PUNE_LONAVALA,route_section_MUMBAI_NASHIK:KALYAN_KASARA,route_section_MUMBAI_NASHIK:KASARA_NASHIK,route_section_MUMBAI_NASHIK:MUMBAI_KALYAN,route_section_PUNE_MUMBAI:KALYAN_MUMBAI,route_section_PUNE_MUMBAI:KARJAT_KALYAN,route_section_PUNE_MUMBAI:LONAVALA_KARJAT,route_section_PUNE_MUMBAI:PUNE_LONAVALA,route_section_PUNE_SOLAPUR:DAUND_KURDUVADI,route_section_PUNE_SOLAPUR:KURDUVADI_SOLAPUR,route_section_PUNE_SOLAPUR:PUNE_DAUND,weather_condition_clear,weather_condition_cloudy,weather_condition_rain,track_condition_normal,track_condition_wet,signal_aspect_DOUBLE_YELLOW,signal_aspect_GREEN,signal_aspect_RED,signal_aspect_YELLOW
2,57.7,62.96,12.0,140.0,7.6,2.0,0.6785714285714286,13,3,16.3,2026-01-08,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2,58.3,48.13,12.4,140.0,7.6,2.0,0.7857142857142857,14,3,16.3,2026-01-08,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3,77.7,34.05,10.2,140.0,7.6,4.5,0.8214285714285714,14,3,16.3,2026-01-08,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3,64.6,20.08,14.2,140.0,7.6,2.0,0.9285714285714286,14,3,16.3,2026-01-08,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3,44.9,17.07,16.3,140.0,7.6,2.0,1.0,14,3,16.3,2026-01-08,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,80.4,171.6,-0.3,155.0,12.8,2.5,0.06451612903225806,14,3,6.9,2026-01-08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,52.9,162.96,4.0,155.0,12.8,0.0,0.16129032258064516,14,3,6.9,2026-01-08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2,72.1,36.93,5.2,205.0,4.6,2.0,0.8536585365853658,19,3,8.1,2026-01-08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
0,70.0,138.33,1.0,155.0,12.8,0.0,0.25806451612903225,15,3,6.9,2026-01-08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,57.7,151.53,9.5,205.0,4.6,2.0,0.4634146341463415,18,3,8.1,2026-01-08,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,54.3,167.38,2.7,205.0,4.6,2.0,0.3902439024390244,17,3,8.1,2026-01-08,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,58.0,180.33,3.8,205.0,4.6,4.7,0.3170731707317073,17,3,8.1,2026-01-08,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
0,58.7,225.87,4.4,205.0,4.6,0.0,0.1951219512195122,17,3,8.1,2026-01-08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,67.3,236.96,2.7,205.0,4.6,0.0,0.12195121951219512,16,3,8.1,2026-01-08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
0,66.3,253.95,3.0,205.0,4.6,2.0,0.04878048780487805,16,3,8.1,2026-01-08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2,52.5,76.25,6.2,205.0,4.6,3.6,0.7073170731707317,18,3,8.1,2026-01-08,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,65.2,41.83,5.9,155.0,12.8,2.0,0.7935483870967742,16,3,6.9,2026-01-08,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2,61.9,58.68,3.9,155.0,12.8,5.2,0.6967741935483871,16,3,6.9,2026-01-08,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,44.0,103.67,6.3,155.0,12.8,2.0,0.5290322580645161,15,3,6.9,2026-01-08,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,64.1,106.29,3.2,155.0,12.8,2.0,0.432258064516129,15,3,6.9,2026-01-08,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,49.2,124.8,1.0,155.0,12.8,3.6,0.33548387096774196,15,3,6.9,2026-01-08,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2,65.2,25.53,9.4,155.0,12.8,2.0,0.8903225806451613,16,3,6.9,2026-01-08,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,80.0,151.67,3.1,155.0,13.1,0.0,0.16129032258064516,10,4,18.9,2026-01-09,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,61.9,174.68,0.8,155.0,13.1,3.2,0.06451612903225806,9,4,18.9,2026-01-09,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3,59.1,7.6,9.6,140.0,5.2,2.0,1.0,10,4,10.5,2026-01-09,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3,69.1,18.21,9.2,140.0,5.2,2.0,0.9285714285714286,9,4,10.5,2026-01-09,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3,63.3,36.45,5.9,140.0,5.2,5.1,0.8214285714285714,9,4,10.5,2026-01-09,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,37.4,103.07,3.4,140.0,5.2,2.0,0.5357142857142857,8,4,10.5,2026-01-09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2,67.7,75.72,5.5,140.0,5.2,2.9,0.5714285714285714,8,4,10.5,2026-01-09,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1,67.3,99.96,7.0,140.0,5.2,2.0,0.42857142857142855,8,4,10.5,2026-01-09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
1,75.4,115.43,1.8,140.0,5.2,4.2,0.32142857142857145,8,4,10.5,2026-01-09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0,77.9,140.07,-1.3,140.0,5.2,0.0,0.2857142857142857,8,4,10.5,2026-01-09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
0,73.1,136.27,4.0,155.0,13.1,0.0,0.25806451612903225,10,4,18.9,2026-01-09,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2,61.6,45.93,8.1,140.0,5.2,2.0,0.7857142857142857,9,4,10.5,2026-01-09,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,63.1,122.48,7.1,155.0,13.1,5.1,0.33548387096774196,10,4,18.9,2026-01-09,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,51.1,243.71,5.7,205.0,8.6,0.0,0.12195121951219512,11,4,10.9,2026-01-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,55.3,96.13,10.5,155.0,13.1,2.0,0.5290322580645161,11,4,18.9,2026-01-09,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2,50.6,60.57,15.6,155.0,13.1,4.9,0.6967741935483871,11,4,18.9,2026-01-09,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2,56.3,45.54,14.2,155.0,13.1,2.0,0.7935483870967742,11,4,18.9,2026-01-09,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2,53.8,33.13,17.5,155.0,13.1,2.0,0.8903225806451613,12,4,18.9,2026-01-09,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0,60.7,254.88,0.2,205.0,8.6,1.8,0.04878048780487805,11,4,10.9,2026-01-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
0,60.4,166.83,3.1,140.0,5.2,0.0,0.17857142857142858,8,4,10.5,2026-01-09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0,48.3,232.8,3.1,205.0,8.6,0.0,0.1951219512195122,12,4,10.9,2026-01-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1,85.4,175.77,4.0,205.0,8.6,5.6,0.3170731707317073,12,4,10.9,2026-01-09,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,45.3,171.12,4.9,205.0,8.6,2.0,0.3902439024390244,12,4,10.9,2026-01-09,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,58.8,150.8,8.2,205.0,8.6,2.0,0.4634146341463415,12,4,10.9,2026-01-09,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
2,88.0,70.33,5.4,205.0,8.6,3.7,0.7073170731707317,13,4,10.9,2026-01-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
2,66.0,57.5,7.9,205.0,8.6,2.0,0.7804878048780488,14,4,10.9,2026-01-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2,81.5,30.67,4.3,205.0,8.6,2.0,0.8536585365853658,14,4,10.9,2026-01-09,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1,64.4,106.17,5.9,155.0,13.1,2.0,0.432258064516129,10,4,18.9,2026-01-09,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,54.6,182.9,-2.4,140.0,5.2,2.6,0.07142857142857142,7,4,10.5,2026-01-09,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2,48.9,66.62,9.3,140.0,5.2,2.0,0.6785714285714286,9,4,10.5,2026-01-09,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2,68.2,56.58,1.7,205.0,0.0,2.0,0.7804878048780488,8,4,1.0,2026-01-09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2,68.9,39.07,-1.7,205.0,0.0,2.0,0.8536585365853658,8,4,1.0,2026-01-09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,56.9,168.29,0.8,140.0,9.7,0.0,0.17857142857142858,13,4,14.7,2026-01-09,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
0,63.0,150.0,5.9,140.0,9.7,0.0,0.2857142857142857,13,4,14.7,2026-01-09,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1,53.9,119.02,5.9,140.0,9.7,3.5,0.32142857142857145,14,4,14.7,2026-01-09,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1,51.2,106.67,6.3,140.0,9.7,2.0,0.42857142857142855,14,4,14.7,2026-01-09,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1,74.0,78.67,4.6,140.0,9.7,2.0,0.5357142857142857,14,4,14.7,2026-01-09,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2,56.7,77.55,10.6,140.0,9.7,3.3,0.5714285714285714,14,4,14.7,2026-01-09,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2,57.6,63.0,8.8,140.0,9.7,2.0,0.6785714285714286,14,4,14.7,2026-01-09,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,41.1,59.6,14.9,140.0,9.7,2.0,0.7857142857142857,15,4,14.7,2026-01-09,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3,65.5,36.08,12.0,140.0,9.7,3.6,0.8214285714285714,15,4,14.7,2026-01-09,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3,48.7,26.71,15.7,140.0,9.7,2.0,0.9285714285714286,15,4,14.7,2026-01-09,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3,65.1,3.6,17.3,140.0,9.7,2.0,1.0,15,4,14.7,2026-01-09,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,60.5,174.92,0.4,155.0,11.8,3.5,0.06451612903225806,15,4,21.6,2026-01-09,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0,64.8,158.0,6.0,155.0,11.8,0.0,0.16129032258064516,15,4,21.6,2026-01-09,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
0,62.7,181.55,3.4,140.0,9.7,3.0,0.07142857142857142,13,4,14.7,2026-01-09,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,48.6,124.9,7.1,155.0,11.8,5.2,0.33548387096774196,16,4,21.6,2026-01-09,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,61.6,143.93,3.5,155.0,11.8,0.0,0.25806451612903225,16,4,21.6,2026-01-09,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,63.5,147.67,-2.7,205.0,0.0,2.0,0.4634146341463415,7,4,1.0,2026-01-09,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,52.8,168.0,1.3,205.0,0.0,2.0,0.3902439024390244,6,4,1.0,2026-01-09,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,71.3,178.12,1.6,205.0,0.0,3.9,0.3170731707317073,6,4,1.0,2026-01-09,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,67.6,219.93,-2.8,205.0,0.0,0.0,0.1951219512195122,6,4,1.0,2026-01-09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,76.7,233.04,-3.0,205.0,0.0,0.0,0.12195121951219512,5,4,1.0,2026-01-09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
2,73.1,72.82,-0.6,205.0,0.0,4.8,0.7073170731707317,7,4,1.0,2026-01-09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,67.1,253.82,-0.8,205.0,0.0,2.2,0.04878048780487805,5,4,1.0,2026-01-09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
2,54.6,32.6,16.2,155.0,11.8,2.0,0.8903225806451613,17,4,21.6,2026-01-09,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2,65.1,41.88,17.4,155.0,11.8,2.0,0.7935483870967742,17,4,21.6,2026-01-09,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2,48.6,60.9,15.5,155.0,11.8,5.0,0.6967741935483871,17,4,21.6,2026-01-09,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1,52.3,98.13,13.5,155.0,11.8,2.0,0.5290322580645161,16,4,21.6,2026-01-09,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,54.7,110.21,10.4,155.0,11.8,2.0,0.432258064516129,16,4,21.6,2026-01-09,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,73.6,154.33,1.3,155.0,7.4,0.0,0.16129032258064516,11,5,9.3,2026-01-10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,59.4,175.1,-1.0,155.0,7.4,3.3,0.06451612903225806,10,5,9.3,2026-01-10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3,70.1,1.0,6.6,140.0,9.3,2.0,1.0,11,5,5.2,2026-01-10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3,83.2,12.33,1.1,140.0,9.3,2.0,0.9285714285714286,10,5,5.2,2026-01-10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3,65.3,36.12,5.3,140.0,9.3,3.2,0.8214285714285714,10,5,5.2,2026-01-10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2,71.6,75.07,3.1,140.0,9.3,4.2,0.5714285714285714,9,5,5.2,2026-01-10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,76.7,140.87,2.0,140.0,9.3,0.0,0.2857142857142857,9,5,5.2,2026-01-10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
1,71.2,80.53,1.2,140.0,9.3,2.0,0.5357142857142857,9,5,5.2,2026-01-10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
1,56.8,104.33,2.3,140.0,9.3,2.0,0.42857142857142855,9,5,5.2,2026-01-10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,65.4,117.1,3.0,140.0,9.3,3.4,0.32142857142857145,9,5,5.2,2026-01-10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0,54.8,148.47,2.3,155.0,7.4,0.0,0.25806451612903225,11,5,9.3,2026-01-10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2,66.9,42.4,4.5,140.0,9.3,2.0,0.7857142857142857,10,5,5.2,2026-01-10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,74.2,120.63,5.0,155.0,7.4,5.3,0.33548387096774196,11,5,9.3,2026-01-10,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,77.2,232.83,1.8,205.0,1.3,0.0,0.12195121951219512,12,5,4.3,2026-01-10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,65.3,89.47,5.5,155.0,7.4,2.0,0.5290322580645161,12,5,9.3,2026-01-10,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2,66.0,58.0,4.9,155.0,7.4,4.5,0.6967741935483871,12,5,9.3,2026-01-10,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2,58.2,44.75,7.3,155.0,7.4,2.0,0.7935483870967742,12,5,9.3,2026-01-10,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2,65.6,25.27,6.4,155.0,7.4,2.0,0.8903225806451613,13,5,9.3,2026-01-10,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,71.5,253.08,-1.5,205.0,1.3,4.6,0.04878048780487805,12,5,4.3,2026-01-10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
0,72.7,216.53,0.7,205.0,1.3,0.0,0.1951219512195122,13,5,4.3,2026-01-10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
1,77.5,177.08,3.2,205.0,1.3,4.3,0.3170731707317073,13,5,4.3,2026-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,63.0,163.75,1.1,205.0,1.3,2.0,0.3902439024390244,13,5,4.3,2026-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1,69.4,143.73,-3.0,205.0,1.3,2.0,0.4634146341463415,13,5,4.3,2026-01-10,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
